0.714447922697 0.133085539908 0.806883711749 0.598359097872 0.0815941793351 0.729061396181,0.960310486811 0.193213124377 0.467207345019 0.920926231096 0.0825994385247 0.944215464983
0.887177544195 0.429568023928 0.976249939903 0.989325783197 0.493378345348 0.730683778805,0.791615839269 0.667803095924 0.733527977645 0.715622263083 0.229693635771 0.727184365457
0.422920182019 0.677530067642 0.977398933852 0.239661729789 0.53692460922 0.105147029547,0.763328900368 0.476021408563 0.572538835903 0.975392078235 0.398400574743 0.551545160927
0.602763401809 0.598744543776 0.845227598241 0.384829078013 0.609993849183 0.405009214996,0.44707128153 0.85665115806 0.685824654648 0.790303283387 0.599642787972 0.135952554458
0.220711829489 0.0669297693381 0.850139101785 0.752115189392 0.513624298673 0.253391078711,0.29169020908 0.357212780395 0.715023465919 0.247399869768 0.168429150863 0.426170082926
0.719623162527 0.544606744698 0.932127474694 0.457762041251 0.933630462002 0.560191010303,0.293944116573 0.951708999499 0.687775318353 0.120688058088 0.691533226885 0.509574648218
0.431140541018 0.639244078066 0.0102070973382 0.592245676585 0.950531154279 0.918847253388,0.0980487054837 0.00793252669312 0.128674438 0.12330366315 0.359989278518 0.121299981328
0.296670660697 0.977108746079 0.229094110088 0.491258842785 0.355392300238 0.734744441373,0.0208085284293 0.339031788383 0.121845825107 0.475030238934 0.663994034076 0.19464504485
0.0307082806341 0.957833092795 0.840568597934 0.181976602427 0.310553459879 0.389008332821,0.0916897388 0.413720070849 0.94413019805 0.599524036263 0.344046969595 0.159286450803
0.814826150177 0.519642784105 0.536816837439 0.884470387238 0.598081979489 0.637965013754,0.238242957488 0.289833513537 0.211212653191 0.187078388648 0.268925553815 0.541701371975
0.803162137013 0.159236531206 0.58515062941 0.581500320996 0.0290202101289 0.418273934563,0.263588444326 0.407927177066 0.285943128176 0.0723700770527 0.827090073523 0.0636009207647
0.859271072468 0.919419483278 0.297849261787 0.0124133125983 0.233367099754 0.964573103707,0.392379627614 0.948316593209 0.144111653991 0.828138268568 0.391835416495 0.871095940045
0.896089049588 0.747142258091 0.54456124857 0.854664495944 0.80287780945 0.600220563207,0.241120012302 0.260000733779 0.406411001141 0.880137181798 0.626609641872 0.579218675104
0.691369430078 0.193212857848 0.89818068612 0.564971730528 0.0572209071086 0.257251130458,0.727966752336 0.48174460438 0.366252343931 0.228218281332 0.722729214207 0.359972137409
0.878840755816 0.197763493052 0.638773233327 0.235941197529 0.312968250387 0.75542438377,0.837885427071 0.622546699982 0.108024646556 0.0754076604845 0.357500955545 0.537817818407
0.985180807986 0.478266405203 0.890910770541 0.867309739456 0.944762137068 0.90594323923,0.388753699647 0.312168670904 0.590846148729 0.547678230148 0.975372583985 0.902990646848
0.0465908626729 0.216679417138 0.542046456104 0.472402107134 0.299698838838 0.107343842019,0.983674314499 0.0819048313208 0.693107306284 0.733867593958 0.310160198639 0.173757164037
0.0702363394439 0.687158383339 0.383160011452 0.0786751092483 0.173676651642 0.359820777882,0.33109952779 0.922106373292 0.433701004587 0.879998298394 0.581536050615 0.38139953938
0.23610523973 0.78118689316 0.584093351822 0.387059531838 0.364714197898 0.825145538918,0.647319894459 0.133355518984 0.761731766113 0.323581813742 0.510547866384 0.210332448949
0.084613113677 0.83576145628 0.386337962797 0.582485963774 0.532375812184 0.0269241348279,0.833275429571 0.735239303856 0.730426832986 0.365442555065 0.398254340277 0.395940720069
0.163125011103 0.306417788008 0.00562529065921 0.572283495533 0.811892330337 0.96532946005,0.819757473866 0.0275480002452 0.785498394278 0.669168789413 0.986346802421 0.94092030949
0.298009816371 0.121112541705 0.1779091008 0.6241913988 0.90472404144 0.394657690434,0.300803945631 0.241220972044 0.707677684135 0.917464451331 0.282474126868 0.644009753902
0.833055289474 0.233837766365 0.167690934529 0.307592796411 0.381490266424 0.26016010313,0.69876833258 0.254269423796 0.127664805942 0.0731008874231 0.697192612069 0.58920804664
0.17799590541 0.764581909355 0.461252260785 0.968704901413 0.719532688183 0.413859946793,0.919790500915 0.256103148315 0.278002185483 0.422092820535 0.848290630613 0.837353630788
0.282749602882 0.893138298104 0.315173418964 0.963808684546 0.618729984301 0.380803055023,0.937749650503 0.37780556877 0.665788983616 0.982411816296 0.734617708115 0.0563026976629
0.031782926217 0.0193197023749 0.957113779442 0.614507391138 0.993964186157 0.702859559969,0.807830550554 0.862719654907 0.515729528613 0.903293703391 0.566639867842 0.0495784232584
0.0385553365666 0.690862620319 0.190202420861 0.660142540824 0.323612735913 0.195242228268,0.809908239049 0.630424293362 0.694071113884 0.160925072323 0.217543508732 0.261220888306
0.631580726033 0.750217009331 0.131900461274 0.545452066283 0.141710681039 0.186044036723,0.0680577043759 0.00418309135577 0.507683436604 0.350617159331 0.333909154779 0.423930737316
0.874965028477 0.50434857931 0.583012904764 0.659375236846 0.769671299821 0.567687778185,0.60366008214 0.685749686203 0.180275978171 0.129511325143 0.174919282376 0.134307404129
0.361812089366 0.186203028047 0.491197909448 0.234486752583 0.604677306583 0.670706807869,0.794938219392 0.220362774308 0.292402573378 0.0903547435436 0.330608111981 0.45917189519
0.492402365114 0.298947893073 0.516443618758 0.368686097699 0.94435435673 0.397351220238,0.692025316208 0.697644069347 0.564644850412 0.494202458532 0.284674378801 0.385179646055
0.0538018268978 0.386968758926 0.0342318754193 0.694217295833 0.0328317524412 0.105630309895,0.169975550604 0.458718548672 0.209715605243 0.328607834095 0.879915031342 0.280935396894
0.585995574652 0.728861831085 0.00865131439731 0.415411377397 0.463859442053 0.94886483118,0.752442028827 0.998777458675 0.515172469885 0.0382544630374 0.139676560833 0.951727386677
0.71159262224 0.810511822112 0.28936087218 0.860311448801 0.00643929159667 0.33783645818,0.374469623216 0.288256256098 0.776950868776 0.207301300367 0.0891765620218 0.122835551761
0.165152617459 0.945672107309 0.392180374116 0.653985100163 0.00378913430665 0.933501332144,0.480640412777 0.738087666976 0.78380034986 0.9526838789 0.733274942029 0.384317968189
0.391202559944 0.297725034859 0.4261654431 0.483394254584 0.478128377105 0.457104619877,0.946303833968 0.434613758141 0.523768977663 0.128293288243 0.15276580927 0.321465059123
0.820190289155 0.59034158277 0.554692684717 0.307823097322 0.0696303737906 0.189344795437,0.409474623887 0.333402708329 0.00230323668544 0.49947747634 0.615693927053 0.0266427474101
0.50354914649 0.896055092949 0.0949722184667 0.911279689947 0.351365953801 0.891449518299,0.795793029382 0.755625968575 0.670497509906 0.96019544453 0.563954909749 0.797472615386
0.429545257135 0.635972120123 0.513185323742 0.132797852205 0.457503263413 0.873214934112,0.820180990102 0.433235431573 0.998904387306 0.0791533451107 0.155011924365 0.298471208549
0.424093934938 0.369484668043 0.238061323179 0.73567276504 0.833930592856 0.276656728021,0.826662359125 0.00102983258121 0.455070067745 0.298489123815 0.916555709442 0.0362382142991
0.72168930748 0.176752036749 0.24869632484 0.0133259272183 0.86335893021 0.198283591077,0.9738370835 0.302052769678 0.934649087515 0.839133619614 0.907077781514 0.966203231711
0.548528938486 0.22799077206 0.914673767186 0.101443505817 0.151693885048 0.421163203526,0.613481418967 0.674405456012 0.0173950248367 0.114192972711 0.166956180956 0.745181567671
0.430599914404 0.765008654453 0.784386498489 0.261165273146 0.223135661041 0.90117080489,0.49543045365 0.783356996435 0.420182724244 0.151670038036 0.561141585584 0.893796176183
0.422106792628 0.319145144666 0.728993263521 0.991024949742 0.955244693836 0.994257218154,0.198790428447 0.534188546366 0.265936872421 0.651961641709 0.845376638466 0.962699335862
0.774836490384 0.48892343124 0.944274683462 0.914518758051 0.368066764991 0.0997865586971,0.314222581821 0.690543994201 0.0278328937304 0.658399338155 0.792897374486 0.138042458626
0.307557906139 0.531743085757 0.65872286056 0.113242135636 0.521275703319 0.851985829375,0.341851638824 0.0378368228816 0.2394872991 0.158138345186 0.0437572707806 0.896208471347
0.297282925961 0.280341863666 0.709833293252 0.876774279669 0.243097234385 0.327382888885,0.228104897963 0.877038667782 0.0703041152499 0.417642849067 0.0855419087471 0.550556820367
0.742625059073 0.205296608565 0.259411604347 0.33395454745 0.177327724645 0.916527715325,0.0961455311647 0.48351956144 0.592595576608 0.457207509468 0.406496990034 0.890543378089
0.127820637002 0.776722061449 0.555303713221 0.874118101952 0.415260343541 0.451851421954,0.0107430367631 0.737972558268 0.0613826699082 0.0806618991607 0.000817260914179 0.845544612911
0.351076614044 0.179692978558 0.756144499396 0.198656763879 0.516377439021 0.341810796946,0.544256250438 0.0330846978163 0.642725775358 0.71608530043 0.891518687555 0.731324454841
0.486717681182 0.90516635304 0.109075940459 0.474028720494 0.450000985276 0.0459374795388,0.574032912644 0.342641856852 0.602646513578 0.640620126894 0.646513847382 0.646368740839
0.742827941123 0.585918650607 0.680512656692 0.460646021392 0.228558439311 0.987247603288,0.780208508602 0.151321619707 0.280417102214 0.821082813908 0.765467701897 0.6840930606
0.694218558889 0.391756766054 0.509018121755 0.61368054282 0.73712081555 0.511053779645,0.169310177638 0.409405659443 0.040371208737 0.169002918622 0.134192827153 0.300136279161
0.256510062513 0.965225181863 0.479505640335 0.367669717209 0.955946048746 0.675368197307,0.424026453286 0.63986535145 0.811691603685 0.531080534387 0.272235887497 0.91034591952
0.842696351578 0.153721353062 0.510183001583 0.844334341979 0.161078910038 0.415366990845,0.779038359017 0.0397720230873 0.170276888482 0.13150078455 0.651893274042 0.870202544022
