0.292092635643 0.488957091633 0.950421439912 0.110666981052 0.599118329682 0.105174752638,0.485606374015 0.252457920541 0.769111652132 0.49908562705 0.654001139867 0.777799547997
0.276208793332 0.0887323022918 0.545301895947 0.177843288765 0.300427740235 0.950719473939,0.431213579525 0.202731880742 0.58959956924 0.132524483094 0.479460205667 0.852847775965
0.181896249249 0.489922107088 0.754709930702 0.167876977754 0.399959197492 0.892280044875,0.0136379245019 0.27442740782 0.134077514034 0.120835273729 0.324641671225 0.852438225403
0.747331441963 0.606449789283 0.466241014764 0.579336107141 0.891581212847 0.390956777063,0.729939932638 0.373505940562 0.795030264431 0.0121695667286 0.0864900871832 0.371678128206
0.806511109053 0.826135890727 0.587419437953 0.411812444687 0.320133998688 0.184899000742,0.751169278967 0.294062928502 0.903745215964 0.332840724296 0.588563017123 0.394736714727
0.109489073751 0.305413627629 0.52745548144 0.589248928427 0.315009575613 0.901329919863,0.132639867147 0.300318008871 0.567383056854 0.336852082153 0.68671771073 0.310685338281
0.446490141398 0.479315669156 0.415367687666 0.259115768796 0.256027430752 0.113277904843,0.100954649588 0.492694291043 0.444497626057 0.00779791958399 0.992960757986 0.257606952123
0.57645336167 0.898886088138 0.639169774064 0.286831779426 0.156736797266 0.14797719419,0.305332468088 0.419681952921 0.544889748886 0.269423606195 0.50070669938 0.353793206543
0.0333107132669 0.774663361432 0.7947918895 0.085637838811 0.337472894135 0.412325261158,0.972524088242 0.394808738801 0.466765569493 0.527461222076 0.809452672099 0.306415631168
0.834706805673 0.71998365076 0.922677148676 0.572576391277 0.995569868596 0.746802525691,0.0912360634391 0.184252960826 0.84039653733 0.378974965271 0.376996773122 0.813507612477
0.560389610797 0.866751233221 0.913471010944 0.964264550983 0.02299647332 0.890579432553,0.381561659383 0.624367542072 0.567048440838 0.466259448762 0.877374847556 0.353182546808
0.71950572431 0.335472361416 0.806270708653 0.120836988626 0.674032681023 0.245258268537,0.601425236734 0.617550100091 0.929708875272 0.503164617355 0.146492000212 0.409384988425
0.427346642967 0.171969436631 0.799551112052 0.329860783918 0.484928061432 0.923094057615,0.959035450698 0.306584134781 0.129061509514 0.370099934557 0.667276958682 0.629382016933
0.0958899791953 0.118826748098 0.594380815456 0.428719414743 0.358619934905 0.946748162473,0.866192530515 0.0710553922319 0.343994362383 0.423857231298 0.550456134952 0.732932687969
0.31240315733 0.483010410753 0.403483173168 0.5592004627 0.922085717931 0.368735279027,0.642404437736 0.409138065593 0.49455647533 0.819095598958 0.317451300965 0.467984966442
0.546400879768 0.998478908879 0.437218656947 0.549831316047 0.901117893025 0.600834450282,0.0150954182676 0.709446813826 0.0962826939226 0.227977385857 0.909944824528 0.380411284698
0.903839343275 0.644860303262 0.68168184308 0.544893622469 0.689687783638 0.739542040405,0.409894653413 0.295105628466 0.532496665669 0.341155394151 0.733958997509 0.902016498309
0.70252926615 0.7899100928 0.679941646275 0.43013542444 0.861801175846 0.130769923083,0.399267509523 0.309661876034 0.405638227551 0.834457437517 0.284751461166 0.0816610361234
0.247644941644 0.189337197051 0.0784990701559 0.913912079367 0.741050117562 0.34964336326,0.516981684742 0.451896877012 0.636976207746 0.241232747485 0.813892401621 0.55264467114
0.12155343753 0.492103537708 0.526590532593 0.726453250002 0.331790103969 0.839704365383,0.585459246221 0.17592648943 0.44636448969 0.576227162414 0.694350624698 0.47667666561
0.870838516519 0.0638721141825 0.494982933604 0.814355288912 0.268743818423 0.846499243423,0.0206704395757 0.566706025265 0.838345355218 0.999607854344 0.309231566103 0.499874479128
0.236061810094 0.898968784428 0.834285543656 0.369345671092 0.64345327726 0.391049979007,0.933425160008 0.295126183326 0.633297567711 0.312749294247 0.363799854086 0.386351614713
0.584928150168 0.459887020707 0.675597968852 0.200392966445 0.432419813908 0.142993574233,0.719461220531 0.732238528449 0.424924950801 0.940110990109 0.62372732084 0.462606039265
0.879578525686 0.43238596099 0.757268885428 0.701068693543 0.659377212269 0.216095136923,0.663272961613 0.950160449564 0.132048374769 0.659886443965 0.655097416737 0.446420992859
0.891305356736 0.563990429276 0.0679979299224 0.870936069065 0.827240458926 0.513354245943,0.973036304772 0.213295468163 0.288679472876 0.921328615662 0.906800156372 0.385663225618
0.615137011191 0.977784076302 0.089613284493 0.603062465815 0.541108920758 0.553194125207,0.112936081107 0.463170098399 0.775411185798 0.0838468013157 0.0317098817048 0.787314950041
0.429895513797 0.860619222041 0.729816471306 0.301812138358 0.0527240825175 0.36571783695,0.328548211252 0.943704040745 0.66823577764 0.484714961487 0.35310914924 0.611814164618
0.826400660914 0.28699206827 0.168590068499 0.423904045113 0.548324795632 0.117431625913,0.690717935536 0.113869095089 0.582493343317 0.428039345095 0.568046466536 0.37887994667
0.744430999625 0.579922206572 0.489132574017 0.624244115952 0.509361492668 0.219498925257,0.0598088328374 0.672498266422 0.906555520535 0.427978424137 0.519877498958 0.0634913702878
0.622773915015 0.722708939535 0.33487412837 0.331029121294 0.366874561293 0.207086867605,0.606267528829 0.65334779233 0.328417678593 0.225508323532 0.994737480637 0.868145386234
